date,beta_hat,gamma_hat
2015-08-14,0.4152935619216983,0.06681208146933788
2015-08-17,0.4024910745443317,0.06572625023488038
2015-08-18,0.39052885738764714,0.06471168574914979
2015-08-19,0.379326814308338,0.06376159473115309
2015-08-20,0.368814715556097,0.06287002070897797
2015-08-21,0.35893072395944103,0.062031719019593944
2015-08-24,0.34962017763293735,0.06124205356528124
2015-08-25,0.34083457858465116,0.06049691103329842
2015-08-26,0.2995705082319255,0.056997136721546195
2015-08-27,0.2995705082319255,0.056997136721546195
2015-08-28,0.2995705082319255,0.056997136721546195
2015-08-31,0.29957050823192555,0.056997136721546215
2015-09-01,0.2995705082319255,0.056997136721546195
2015-09-02,0.29957050823192555,0.056997136721546215
2015-09-03,0.2995705082319255,0.056997136721546195
2015-09-04,0.29957050823192555,0.056997136721546215
2015-09-08,0.2995705082319255,0.056997136721546195
2015-09-09,0.2995705082319255,0.056997136721546195
2015-09-10,0.2995705082319255,0.056997136721546195
2015-09-11,0.2995705082319255,0.056997136721546195
2015-09-14,0.2995705082319255,0.056997136721546195
2015-09-15,0.2995705082319255,0.056997136721546195
2015-09-16,0.29957050823192544,0.05699713672154619
2015-09-17,0.2995705082319255,0.056997136721546195
2015-09-18,0.29957050823192544,0.05699713672154619
2015-09-21,0.2995705082319255,0.056997136721546195
2015-09-22,0.2995705082319255,0.056997136721546195
2015-09-23,0.2995705082319255,0.056997136721546195
2015-09-24,0.29957050823192544,0.05699713672154619
2015-09-25,0.2995705082319255,0.056997136721546195
2015-09-28,0.29957050823192544,0.05699713672154619
2015-09-29,0.2995705082319255,0.05699713672154619
2015-09-30,0.2995705082319255,0.05699713672154619
2015-10-01,0.2995705082319255,0.056997136721546195
2015-10-02,0.29957050823192544,0.05699713672154619
2015-10-05,0.29957050823192566,0.05699713672154619
2015-10-06,0.0358297834377857,0.03462820884537327
2015-10-07,0.021007981527031646,0.03414110737412778
2015-10-08,0.0019370390564468017,0.03351436278589264
2015-10-09,-0.10913841618652044,0.029863995712180076
2015-10-12,-0.1346564801482121,0.030183522419817872
2015-10-13,-0.1655415678404187,0.030570252792474994
2015-10-14,-0.3348549550876161,0.03269032543071712
2015-10-15,-0.31161937973563775,0.037000474365055956
2015-10-16,-0.28132614634866737,0.04261980358856973
2015-10-19,-0.24018387282129863,0.0502516062753565
2015-10-20,-0.2790845652957772,0.04303561202197382
2015-10-21,-0.2702886617581013,0.05039672278400042
2015-10-22,-0.25953848879057484,0.05939332143767523
2015-10-23,-0.24610135386365142,0.07063858329141239
2015-10-26,-0.22882598649129043,0.08509598293636682
2015-10-27,-0.20579382385246148,0.10437112613765606
2015-10-28,-0.1735519839511067,0.13135365882105957
2015-10-29,-0.1251961961037763,0.1718216231188256
2015-10-30,-0.044621803011064484,0.23925267549428625
2015-11-02,0.134423251589464,0.3756639969174027
2015-11-03,0.6285079188663517,0.78080716865796
2015-11-04,1.5126050420167958,1.5210084033613347
2015-11-05,4.999999999999992,4.666666666666659
2015-11-06,-2.126987507264451e-18,2.320350007924857e-18
2015-11-09,9.648939787070715e-17,8.140921023065712e-17
2015-11-10,-4.975925252687752e-17,-4.092433464852816e-17
2015-11-11,0.0,0.0
2015-11-12,0.0,0.0
2015-11-13,0.0,0.0
2015-11-16,-0.9999999999999944,-0.9166666666666625
2015-11-17,2.3749999999999907,1.989583333333327
2015-11-18,3.524475524475526,2.9090909090909105
2015-11-19,3.5159235668789823,2.9044585987261162
2015-11-20,3.5087719298245634,2.900584795321641
2015-11-23,3.372972972972972,2.827027027027026
2015-11-24,4.000000000000001,3.333333333333335
2015-11-25,4.0821917808219155,3.367579908675798
2015-11-27,2.8387096774193536,2.309139784946236
2015-11-30,3.2799999999999967,2.684761904761903
2015-12-01,3.709677419354836,2.986559139784946
2015-12-02,-0.4472727272727253,-0.45545454545454395
2015-12-03,1.1659171597633136,0.8427218934911245
2015-12-04,1.2085337795440283,0.8925956912779751
2015-12-07,1.159545276362211,0.8776950215601722
2015-12-08,1.05482182905557,0.8177797159232498
2015-12-09,1.3366264178558367,0.9948469325527503
2015-12-10,0.9690837549184932,0.6841858722128535
2015-12-11,0.6957123098201936,0.4706662056247118
2015-12-14,0.40948813982521826,0.24710778193924252
2015-12-15,0.31135604209266354,0.17556480973517521
2015-12-16,-0.25399651084131447,-0.23660412290383445
2015-12-17,0.0580019311521793,-0.04045876091886913
2015-12-18,0.09465060160343937,-0.017418688391583836
2015-12-21,0.10885808550212842,-0.008486810224506198
2015-12-22,0.11640507847645705,-0.0037422106701322684
2015-12-23,0.12108586926591883,-0.0007995183992714772
2015-12-24,0.1508759617580642,0.017928743312879348
2015-12-28,0.17323372922397753,0.04080563196995407
2015-12-29,0.17184664774577776,0.04133419407869231
2015-12-30,0.1996234487406777,0.030749549457150794
2015-12-31,0.24225040411202553,0.05494719040762917
2016-01-04,0.2421639973586806,0.0552272058929688
2016-01-05,0.2404638366764141,0.060736859943967526
2016-01-06,0.23888660738423317,0.06110637612908688
2016-01-07,0.23744840515458557,0.06144332079779422
2016-01-08,0.20824340095240684,0.06828552300180069
2016-01-11,0.2672118870984252,0.07559725522098847
2016-01-12,0.24190261804374552,0.08240358972382891
2016-01-13,0.23594564300805773,0.08163259707761757
2016-01-14,0.21111263211060707,0.07841853815164994
2016-01-15,0.2628563070412802,0.08654580240904702
2016-01-19,0.26094298585467773,0.08659420976325352
2016-01-20,0.224745604034912,0.08751000973210703
2016-01-21,0.1508194230462251,0.07531195928200861
2016-01-22,0.1508194230462252,0.07531195928200868
2016-01-25,0.15081942304622514,0.07531195928200865
2016-01-26,0.1508194230462252,0.07531195928200866
2016-01-27,0.12513810125520963,0.07021435095563469
2016-01-28,0.1254524482989733,0.07028000416394116
2016-01-29,0.12576995490025936,0.07034631726421188
2016-02-01,0.12609066893557944,0.07041330025573474
2016-02-02,0.12641463925364732,0.07048096334084777
2016-02-03,0.11953304408566644,0.06904370216722695
2016-02-04,0.12031215132686587,0.06919855457660963
2016-02-05,0.12111687599655946,0.06935849860921789
2016-02-08,0.1219485026841461,0.06952378958518347
2016-02-09,0.12280840332692637,0.06969470018557689
2016-02-10,0.12369804476270699,0.06987152195353423
2016-02-11,0.11075348564252463,0.06729871032740847
2016-02-12,0.12988792513726635,0.07086598194202966
2016-02-16,0.1309753835554732,0.07108172800904458
2016-02-17,0.1321037790113797,0.07130559577039841
2016-02-18,0.13327546744254895,0.07153805263179133
2016-02-19,0.1498949711844017,0.07483527531912591
2016-02-22,0.1415685880404109,0.07311463766332159
2016-02-23,0.12717572407671077,0.0702584155578033
2016-02-24,0.1287567519218442,0.07055511108681715
2016-02-25,0.1522002037116904,0.07495450693054534
2016-02-26,0.11935243517043931,0.0684597506430622
2016-02-29,0.06870287808097827,0.05964460151197416
2016-03-01,0.11398699298473643,0.06512469204088538
2016-03-02,0.14391659774677032,0.0702611284127697
2016-03-03,0.17389988375993853,0.0757675498346013
2016-03-04,0.19835316052903304,0.0804602276511825
2016-03-07,0.1501620025669817,0.07092063293179399
2016-03-08,0.11938367183104372,0.06610453294374082
2016-03-09,0.11811970899246996,0.06593849128248466
2016-03-10,0.08123325064093524,0.06109286715839605
2016-03-11,0.07535732706989691,0.0605619473490517
2016-03-14,-0.06397420519449867,0.04797262932080376
2016-03-15,-0.04147865158783556,0.05710217282771495
2016-03-16,-0.011894836977414988,0.06910839980522013
2016-03-17,0.028753993610223592,0.08560522730472167
2016-03-18,0.08810367762673735,0.10969156595742807
2016-03-21,0.18291490614690584,0.14816953590888554
2016-03-22,0.23841988327139044,0.17069554759850247
2016-03-23,0.17829249780400633,0.14305767574343967
2016-03-24,0.17681514128244522,0.14916408269922624
2016-03-28,0.16789235517995765,0.1860449319228426
2016-03-29,0.1333143616855713,0.17119614756977625
2016-03-30,0.32154256272937026,0.2657107336258116
2016-03-31,0.47605158820580556,0.34329398897142566
2016-04-01,0.6699059308470828,0.4565117269806909
2016-04-04,1.00229734164752,0.650639973744666
2016-04-05,,
2016-04-06,,
2016-04-07,,
2016-04-08,,
2016-04-11,,
2016-04-12,,
2016-04-13,,
2016-04-14,,
2016-04-15,,
2016-04-18,,
2016-04-19,,
2016-04-20,,
2016-04-21,,
2016-04-22,,
2016-04-25,,
2016-04-26,,
2016-04-27,,
2016-04-28,,
2016-04-29,,
2016-05-02,,
2016-05-03,,
2016-05-04,,
2016-05-05,,
2016-05-06,,
2016-05-09,,
2016-05-10,,
2016-05-11,,
2016-05-12,,
2016-05-13,,
2016-05-16,,
2016-05-17,,
2016-05-18,,
2016-05-19,,
2016-05-20,,
2016-05-23,,
2016-05-24,,
2016-05-25,,
2016-05-26,0.8212268188302426,0.1310318592486923
2016-05-27,0.8648848816615681,0.15455643213653197
2016-05-31,0.8012680115273776,0.16847262247838626
2016-06-01,0.4931742620537874,0.12315248928996331
2016-06-02,0.19884937296976926,0.0685353639831748
2016-06-03,0.1793719797387775,0.0645834546289647
2016-06-06,0.16444332074889526,0.06155447090366544
2016-06-07,0.1526365471247784,0.05915890910672308
2016-06-08,0.14306508485174818,0.05721688581635427
2016-06-09,0.1351490301614704,0.055610740157746835
2016-06-10,0.12849310506991324,0.05426027131839556
2016-06-13,0.12281859946645313,0.05310892978573347
2016-06-14,-0.0075796709596297075,0.026651480446481576
2016-06-15,-0.007579670959629658,0.026651480446481607
2016-06-16,-0.007579670959629643,0.02665148044648161
2016-06-17,-0.007579670959629658,0.026651480446481607
2016-06-20,-0.0075796709596297075,0.026651480446481576
2016-06-21,-0.007579670959629658,0.026651480446481607
2016-06-22,-0.007579670959629643,0.02665148044648161
2016-06-23,-0.007579670959629658,0.026651480446481607
2016-06-24,-0.0075796709596297075,0.026651480446481576
2016-06-27,-0.007579670959629669,0.0266514804464816
2016-06-28,-0.007579670959629669,0.0266514804464816
2016-06-29,-0.007579670959629669,0.0266514804464816
2016-06-30,-0.007579670959629719,0.026651480446481562
2016-07-01,-0.007579670959629651,0.026651480446481596
2016-07-05,-0.007579670959629665,0.026651480446481593
2016-07-06,-0.007579670959629651,0.026651480446481596
2016-07-07,-0.007579670959629719,0.026651480446481562
2016-07-08,-0.007579670959629696,0.026651480446481586
2016-07-11,-0.007579670959629719,0.026651480446481562
2016-07-12,-0.007579670959629719,0.026651480446481562
2016-07-13,-0.007579670959629719,0.026651480446481562
2016-07-14,-0.007579670959629693,0.02665148044648158
2016-07-15,-0.007579670959629693,0.02665148044648158
2016-07-18,-0.0075796709596297075,0.026651480446481576
2016-07-19,-0.0075796709596297075,0.026651480446481576
2016-07-20,-0.007579670959629658,0.026651480446481607
2016-07-21,-0.007579670959629658,0.026651480446481607
2016-07-22,-0.0075796709596296676,0.026651480446481593
2016-07-25,-0.0075796709596297075,0.026651480446481576
2016-07-26,-0.007579670959629658,0.026651480446481607
2016-07-27,-0.007579670959629643,0.02665148044648161
2016-07-28,-0.007579670959629658,0.026651480446481607
2016-07-29,-0.0075796709596297075,0.026651480446481576
2016-08-01,-0.007579670959629658,0.026651480446481607
2016-08-02,-0.007579670959629643,0.02665148044648161
2016-08-03,-0.007579670959629658,0.026651480446481607
2016-08-04,-0.007579670959629735,0.026651480446481562
2016-08-05,-0.007579670959629258,0.02665148044648178
2016-08-08,-0.007579670959629691,0.02665148044648158
2016-08-09,-0.06437724357291509,0.0160206189935344
2016-08-10,-0.07925759747323213,0.013563281261245393
2016-08-11,-0.34945344098942493,-0.03105678932497027
2016-08-12,-0.3478946131524093,-0.014264749458454292
2016-08-15,-0.33101975921413535,-0.0037811397918233315
2016-08-16,-0.30696256696176566,0.011164542948393499
2016-08-17,-0.2698979225988216,0.03419118752587792
2016-08-18,-0.20536767223342306,0.07428101342869109
2016-08-19,-0.06487417472012268,0.1615634867476795
2016-08-22,0.16290058021396936,0.30306999290033576
2016-08-23,0.5213281204411511,0.5438233062963184
2016-08-24,,
2016-08-25,,
2016-08-26,,
2016-08-29,,
2016-08-30,,
2016-08-31,,
2016-09-01,,
2016-09-02,,
2016-09-06,,
2016-09-07,,
2016-09-08,,
2016-09-09,,
2016-09-12,,
2016-09-13,,
2016-09-14,,
2016-09-15,,
2016-09-16,,
2016-09-19,,
2016-09-20,,
2016-09-21,,
2016-09-22,,
2016-09-23,,
2016-09-26,,
2016-09-27,,
2016-09-28,,
2016-09-29,,
2016-09-30,,
2016-10-03,,
2016-10-04,,
2016-10-05,,
2016-10-06,,
2016-10-07,,
2016-10-10,,
2016-10-11,,
2016-10-12,,
2016-10-13,,
2016-10-14,,
2016-10-17,,
2016-10-18,,
2016-10-19,,
2016-10-20,,
2016-10-21,,
2016-10-24,,
2016-10-25,,
2016-10-26,,
2016-10-27,,
2016-10-28,,
2016-10-31,,
2016-11-01,,
2016-11-02,,
2016-11-03,,
2016-11-04,,
2016-11-07,,
2016-11-08,,
2016-11-09,,
2016-11-10,,
2016-11-11,,
2016-11-14,,
2016-11-15,,
2016-11-16,,
2016-11-17,,
2016-11-18,,
2016-11-21,,
2016-11-22,,
2016-11-23,,
2016-11-25,,
2016-11-28,,
2016-11-29,,
2016-11-30,,
2016-12-01,,
2016-12-02,,
2016-12-05,,
2016-12-06,,
2016-12-07,,
2016-12-08,,
2016-12-09,,
2016-12-12,,
2016-12-13,,
2016-12-14,,
2016-12-15,,
2016-12-16,,
2016-12-19,,
2016-12-20,,
2016-12-21,,
2016-12-22,,
2016-12-23,,
2016-12-27,,
2016-12-28,,
2016-12-29,,
2016-12-30,,
2017-01-03,,
2017-01-04,,
2017-01-05,,
2017-01-06,,
2017-01-09,,
2017-01-10,,
2017-01-11,,
2017-01-12,,
2017-01-13,,
2017-01-17,,
2017-01-18,,
2017-01-19,,
2017-01-20,,
2017-01-23,,
2017-01-24,,
2017-01-25,,
2017-01-26,,
2017-01-27,,
2017-01-30,,
2017-01-31,,
2017-02-01,,
2017-02-02,,
2017-02-03,,
2017-02-06,,
2017-02-07,,
2017-02-08,,
2017-02-09,,
2017-02-10,,
2017-02-13,,
2017-02-14,,
2017-02-15,,
2017-02-16,,
2017-02-17,,
2017-02-21,,
2017-02-22,,
2017-02-23,,
2017-02-24,,
2017-02-27,,
2017-02-28,,
2017-03-01,,
2017-03-02,,
2017-03-03,,
2017-03-06,,
2017-03-07,,
2017-03-08,,
2017-03-09,,
2017-03-10,,
2017-03-13,,
2017-03-14,,
2017-03-15,,
2017-03-16,,
2017-03-17,,
2017-03-20,,
2017-03-21,,
2017-03-22,,
2017-03-23,,
2017-03-24,,
2017-03-27,,
2017-03-28,,
2017-03-29,,
2017-03-30,,
2017-03-31,,
2017-04-03,,
2017-04-04,,
2017-04-05,,
2017-04-06,,
2017-04-07,,
2017-04-10,,
2017-04-11,,
2017-04-12,,
2017-04-13,,
2017-04-17,,
2017-04-18,,
2017-04-19,,
2017-04-20,,
2017-04-21,,
2017-04-24,,
2017-04-25,,
2017-04-26,,
2017-04-27,,
2017-04-28,,
2017-05-01,,
2017-05-02,,
2017-05-03,,
2017-05-04,,
2017-05-05,,
2017-05-08,,
2017-05-09,,
2017-05-10,,
2017-05-11,,
2017-05-12,,
2017-05-15,,
2017-05-16,,
2017-05-17,,
2017-05-18,,
2017-05-19,,
2017-05-22,,
2017-05-23,,
2017-05-24,,
2017-05-25,,
2017-05-26,,
2017-05-30,,
2017-05-31,,
2017-06-01,,
2017-06-02,,
2017-06-05,,
2017-06-06,,
2017-06-07,,
2017-06-08,,
2017-06-09,,
2017-06-12,,
2017-06-13,,
2017-06-14,,
2017-06-15,,
2017-06-16,,
2017-06-19,,
2017-06-20,,
2017-06-21,,
2017-06-22,,
2017-06-23,,
2017-06-26,,
2017-06-27,,
2017-06-28,,
2017-06-29,,
2017-06-30,,
2017-07-03,,
2017-07-05,,
2017-07-06,,
2017-07-07,,
2017-07-10,,
2017-07-11,,
2017-07-12,,
2017-07-13,,
2017-07-14,,
2017-07-17,,
2017-07-18,,
2017-07-19,,
2017-07-20,,
2017-07-21,,
2017-07-24,,
2017-07-25,,
2017-07-26,,
2017-07-27,,
2017-07-28,,
2017-07-31,,
2017-08-01,,
2017-08-02,,
2017-08-03,,
2017-08-04,,
2017-08-07,,
2017-08-08,,
2017-08-09,,
2017-08-10,,
2017-08-11,,
2017-08-14,,
2017-08-15,,
2017-08-16,,
2017-08-17,,
2017-08-18,,
2017-08-21,,
2017-08-22,,
2017-08-23,,
2017-08-24,,
2017-08-25,,
2017-08-28,,
2017-08-29,,
2017-08-30,,
2017-08-31,,
2017-09-01,,
2017-09-05,,
2017-09-06,,
2017-09-07,,
2017-09-08,,
2017-09-11,,
2017-09-12,,
2017-09-13,,
2017-09-14,,
2017-09-15,,
2017-09-18,,
2017-09-19,,
2017-09-20,,
2017-09-21,,
2017-09-22,,
2017-09-25,,
2017-09-26,,
2017-09-27,,
2017-09-28,,
2017-09-29,,
2017-10-02,,
2017-10-03,,
2017-10-04,,
2017-10-05,,
2017-10-06,,
2017-10-09,,
2017-10-10,,
2017-10-11,,
2017-10-12,,
2017-10-13,,
2017-10-16,,
2017-10-17,,
2017-10-18,,
2017-10-19,,
2017-10-20,,
2017-10-23,,
2017-10-24,,
2017-10-25,,
2017-10-26,,
2017-10-27,,
2017-10-30,,
2017-10-31,,
2017-11-01,,
2017-11-02,,
2017-11-03,,
2017-11-06,,
2017-11-07,,
2017-11-08,,
2017-11-09,,
2017-11-10,,
2017-11-13,,
2017-11-14,,
2017-11-15,,
2017-11-16,,
2017-11-17,,
2017-11-20,,
2017-11-21,,
2017-11-22,,
2017-11-24,,
2017-11-27,,
2017-11-28,,
2017-11-29,,
2017-11-30,,
2017-12-01,,
2017-12-04,,
2017-12-05,,
2017-12-06,,
2017-12-07,,
2017-12-08,,
2017-12-11,,
2017-12-12,,
2017-12-13,,
2017-12-14,,
2017-12-15,,
2017-12-18,,
2017-12-19,,
2017-12-20,,
2017-12-21,,
2017-12-22,,
2017-12-26,,
2017-12-27,,
2017-12-28,,
2017-12-29,,
2018-01-02,,
2018-01-03,,
2018-01-04,,
2018-01-05,2.1315969842357783,1.303746858578936
2018-01-08,1.7817606747496049,1.1094710947109474
2018-01-09,1.5631691648822263,0.9880799428979293
2018-01-10,1.4136314460872703,0.9050366630604642
2018-01-11,1.304889442541264,0.8446486037579151
2018-01-12,1.0167169087421213,0.6846167899881246
2018-01-16,1.3721444362564479,0.8940063866371897
2018-01-17,1.4756015291207552,0.9224570871748742
2018-01-18,1.1487780477347436,0.6917488447429849
2018-01-19,0.9965434167801405,0.5842847665933454
2018-01-22,0.908489708192114,0.5221266980794138
2018-01-23,1.4147607018502084,0.8795088869165476
2018-01-24,1.073883342091434,0.6947031003678398
2018-01-25,1.0738833420914344,0.6947031003678402
2018-01-26,1.0738833420914344,0.6947031003678403
2018-01-29,1.0738833420914347,0.6947031003678404
2018-01-30,1.073883342091434,0.6947031003678398
2018-01-31,1.0738833420914344,0.6947031003678402
2018-02-01,1.0738833420914344,0.6947031003678403
2018-02-02,1.0738833420914347,0.6947031003678404
2018-02-05,1.073883342091434,0.6947031003678398
2018-02-06,1.0738833420914344,0.6947031003678402
2018-02-07,1.0738833420914342,0.6947031003678402
2018-02-08,1.0738833420914344,0.6947031003678403
2018-02-09,1.0738833420914344,0.6947031003678402
2018-02-12,1.0738833420914344,0.6947031003678402
2018-02-13,1.1342201218145889,0.7280764294880935
2018-02-14,1.0828813109281943,0.7002617304555628
2018-02-15,1.0381646883483253,0.676034846791221
2018-02-16,1.1027735182345486,0.7110390692712848
2018-02-20,1.1644380869457054,0.7426923316126627
2018-02-21,1.103648863035431,0.7178300722721666
2018-02-22,1.075298210735586,0.7031767726971506
2018-02-23,1.131270511017347,0.7321065791529929
2018-02-26,1.1275117836765058,0.7306499627883895
2018-02-27,1.042817221617012,0.6978283522000657
2018-02-28,1.0157860168051993,0.6827735374719722
2018-03-01,1.066666666666666,0.7111111111111108
2018-03-02,1.1155828830507422,0.7365484545473366
2018-03-05,1.1146895687958478,0.7362378481541119
2018-03-06,1.1138645098376638,0.7359509742060079
2018-03-07,1.1707829161832146,0.7557415695158115
2018-03-08,0.9560797168578824,0.6011504627980081
2018-03-09,0.5838126540673786,0.34949328950972336
2018-03-12,1.477299088649543,0.9317867992267326
2018-03-13,1.4656524514941802,0.9257586982721241
2018-03-14,1.42698716087071,0.9057462026299614
2018-03-15,1.42698716087071,0.9057462026299614
2018-03-16,1.42698716087071,0.9057462026299614
2018-03-19,1.42698716087071,0.9057462026299613
2018-03-20,1.4269871608707099,0.9057462026299615
2018-03-21,1.4380801835419899,0.9114877621601682
2018-03-22,1.4494200497100234,0.9173570836785412
2018-03-23,1.3764369521429045,0.8795822758738657
2018-03-26,1.317078471787032,0.8574065152267071
2018-03-27,1.324280265508123,0.863474693269478
2018-03-28,1.3223915592028128,0.8663540445486518
2018-03-29,1.324672007628323,0.8628774785666244
2018-04-02,1.3273322858132035,0.8637868740401429
2018-04-03,1.364559474020976,0.8765126997227297
2018-04-04,1.3863602215942965,0.8862051249739483
2018-04-05,1.410230895761834,0.8968178218223908
2018-04-06,1.4364809909338523,0.9084883888264111
2018-04-09,1.465484938576316,0.9213832950019631
2018-04-10,1.5581195721026042,0.9625678579674275
2018-04-11,1.4791233343414198,0.9250044746733486
2018-04-12,1.3866502453372809,0.8903155646688102
2018-04-13,1.4223631446423568,0.9268933062647505
2018-04-16,1.4655769672852361,0.9711536174901496
2018-04-17,1.5189321807215044,1.0258009087446744
2018-04-18,1.417410064723295,0.921820279965882
2018-04-19,1.5759563530858742,0.9939974980815118
2018-04-20,1.5759563530858742,0.9939974980815118
2018-04-23,1.5759563530858733,0.9939974980815115
2018-04-24,1.5759563530858742,0.9939974980815118
2018-04-25,1.5759563530858736,0.9939974980815117
2018-04-26,1.5759563530858736,0.9939974980815117
2018-04-27,1.5759563530858733,0.9939974980815115
2018-04-30,1.5759563530858742,0.9939974980815118
2018-05-01,1.5759563530858736,0.9939974980815117
2018-05-02,1.5759563530858736,0.9939974980815117
2018-05-03,1.5759563530858733,0.9939974980815115
2018-05-04,1.5759563530858742,0.9939974980815118
2018-05-07,1.575956353085873,0.9939974980815114
2018-05-08,1.5759563530858738,0.993997498081511
2018-05-09,1.552986512524084,0.9829800899165059
2018-05-10,1.5949512335054474,1.0021036527060614
2018-05-11,1.6414195291942262,1.023279520185857
2018-05-14,1.6180813887949483,1.0126441964453454
2018-05-15,1.5836394807739391,0.9982447546738502
2018-05-16,1.6778426966292121,1.0299775280898864
2018-05-17,1.748448900580731,1.0590906834764477
2018-05-18,1.7204610951008632,1.0475504322766565
2018-05-21,1.7651074589127664,1.0633375474083426
2018-05-22,2.085613415710503,1.1766696087084434
2018-05-23,2.24736842105263,1.245175438596491
2018-05-24,,
2018-05-25,,
2018-05-29,,
2018-05-30,,
2018-05-31,,
2018-06-01,,
2018-06-04,,
2018-06-05,,
2018-06-06,,
2018-06-07,,
2018-06-08,,
2018-06-11,,
2018-06-12,,
2018-06-13,,
2018-06-14,,
2018-06-15,,
2018-06-18,,
2018-06-19,,
2018-06-20,,
2018-06-21,,
2018-06-22,,
2018-06-25,,
2018-06-26,,
2018-06-27,,
2018-06-28,,
2018-06-29,,
2018-07-02,,
2018-07-03,,
2018-07-05,,
2018-07-06,,
2018-07-09,,
2018-07-10,,
2018-07-11,,
2018-07-12,,
2018-07-13,,
2018-07-16,,
2018-07-17,,
2018-07-18,,
2018-07-19,,
2018-07-20,,
2018-07-23,,
2018-07-24,,
2018-07-25,,
2018-07-26,,
2018-07-27,,
2018-07-30,,
2018-07-31,,
2018-08-01,,
2018-08-02,,
2018-08-03,,
2018-08-06,,
2018-08-07,,
2018-08-08,,
2018-08-09,,
